event_id,track_id,parent_track_id,particle,creator_process,creation_time_ns,initial_KE_MeV
1130,1,0,neutron,primary,0.000000,0.000000
1130,14,1,Nd145,nFissionHP,45725.525196,62.966282
1130,13,1,Ge86,nFissionHP,45725.525196,106.163718
1130,3096,13,e-,RadioactiveDecay,547941808.610322,0.524233
1130,3131,3096,e-,eIoni,547941815.361797,0.001048
1130,3130,3096,e-,eIoni,547941815.296114,0.001074
1130,3129,3096,e-,eIoni,547941815.140796,0.001560
1130,3128,3096,e-,eIoni,547941815.140796,0.000218
1130,3127,3096,e-,eIoni,547941815.083013,0.001165
1130,3126,3096,e-,eIoni,547941815.074201,0.002916
1130,3125,3096,e-,eIoni,547941815.038956,0.001188
1130,3124,3096,e-,eIoni,547941814.721265,0.001216
1130,3123,3096,e-,eIoni,547941814.507098,0.002553
1130,3122,3096,e-,eIoni,547941814.452906,0.001603
1130,3121,3096,e-,eIoni,547941814.402073,0.000509
1130,3120,3096,e-,eIoni,547941814.174328,0.001321
1130,3119,3096,e-,eIoni,547941814.094414,0.001199
1130,3118,3096,e-,eIoni,547941814.068981,0.049462
1130,3133,3118,e-,eIoni,547941814.241619,0.000359
1130,3132,3118,e-,eIoni,547941814.212233,0.003859
1130,3117,3096,e-,eIoni,547941813.968247,0.007787
1130,3116,3096,e-,eIoni,547941813.874436,0.002146
1130,3115,3096,e-,eIoni,547941813.539801,0.004806
1130,3114,3096,e-,eIoni,547941813.283492,0.009199
1130,3113,3096,e-,eIoni,547941813.046550,0.002041
1130,3112,3096,e-,eIoni,547941812.845852,0.001258
1130,3111,3096,e-,eIoni,547941812.837931,0.003911
1130,3110,3096,e-,eIoni,547941812.698330,0.007427
1130,3134,3110,e-,eIoni,547941812.715795,0.000494
1130,3109,3096,e-,eIoni,547941811.969148,0.001017
1130,3108,3096,e-,eIoni,547941811.934302,0.001502
1130,3107,3096,e-,eIoni,547941811.315464,0.002144
1130,3106,3096,e-,eIoni,547941811.105659,0.001477
1130,3105,3096,e-,eIoni,547941810.951650,0.000990
1130,3104,3096,e-,eIoni,547941810.550635,0.001100
1130,3103,3096,e-,eIoni,547941810.034238,0.027249
1130,3136,3103,e-,eIoni,547941810.248805,0.001474
1130,3135,3103,e-,eIoni,547941810.043407,0.001938
1130,3102,3096,e-,eIoni,547941809.987202,0.009234
1130,3137,3102,e-,eIoni,547941810.019959,0.000509
1130,3101,3096,e-,eIoni,547941809.941417,0.002023
1130,3100,3096,e-,eIoni,547941809.465853,0.003955
1130,3099,3096,e-,eIoni,547941808.919555,0.024930
1130,3098,3096,e-,eIoni,547941808.907248,0.001392
1130,3097,3096,e-,eIoni,547941808.807548,0.009225
1130,3138,3097,e-,eIoni,547941808.822792,0.000509
1130,3095,13,anti_nu_e,RadioactiveDecay,547941808.610322,8.672977
1130,3094,13,As86,RadioactiveDecay,547941808.610322,0.000540
1130,3141,3094,e-,RadioactiveDecay,1822337405.502722,1.988674
1130,3158,3141,e-,eIoni,1822337410.594547,0.001388
1130,3157,3141,e-,eIoni,1822337410.217666,0.002702
1130,3156,3141,e-,eIoni,1822337410.032669,0.001156
1130,3155,3141,e-,eIoni,1822337409.966735,0.003078
1130,3154,3141,e-,eIoni,1822337409.713335,0.016293
1130,3153,3141,e-,eIoni,1822337409.445650,0.001252
1130,3152,3141,e-,eIoni,1822337408.639743,0.001125
1130,3151,3141,e-,eIoni,1822337408.577573,0.003933
1130,3150,3141,e-,eIoni,1822337408.529369,0.248822
1130,3167,3150,e-,eIoni,1822337410.407386,0.004549
1130,3166,3150,e-,eIoni,1822337410.328667,0.003422
1130,3165,3150,e-,eIoni,1822337410.257812,0.004514
1130,3164,3150,e-,eIoni,1822337410.239172,0.003740
1130,3163,3150,e-,eIoni,1822337409.944192,0.001526
1130,3162,3150,e-,eIoni,1822337409.420884,0.007345
1130,3168,3162,e-,eIoni,1822337409.452920,0.001509
1130,3161,3150,e-,eIoni,1822337409.272151,0.001123
1130,3160,3150,e-,eIoni,1822337409.236340,0.001187
1130,3159,3150,e-,eIoni,1822337408.797774,0.001163
1130,3149,3141,e-,eIoni,1822337408.292607,0.006223
1130,3148,3141,e-,eIoni,1822337407.973518,0.007139
1130,3169,3148,e-,eIoni,1822337407.983115,0.001339
1130,3147,3141,e-,eIoni,1822337407.382729,0.001332
1130,3146,3141,e-,eIoni,1822337407.067299,0.011613
1130,3145,3141,e-,eIoni,1822337406.945229,0.010477
1130,3170,3145,e-,eIoni,1822337406.968544,0.001513
1130,3144,3141,e-,eIoni,1822337406.408854,0.001194
1130,3143,3141,e-,eIoni,1822337406.072316,0.001281
1130,3142,3141,e-,eIoni,1822337405.847580,0.001392
1130,3140,3094,anti_nu_e,RadioactiveDecay,1822337405.502722,8.843135
1130,3139,3094,Se86,RadioactiveDecay,1822337405.502722,0.000332
1130,3172,3139,gamma,RadioactiveDecay,1822337405.502722,0.704297
1130,3171,3139,Se86,RadioactiveDecay,1822337405.502722,0.000003
1130,3175,3171,e-,RadioactiveDecay,30263859604.354206,0.266262
1130,3190,3175,e-,eIoni,30263859608.221298,0.003683
1130,3189,3175,e-,eIoni,30263859608.211174,0.002172
1130,3188,3175,e-,eIoni,30263859607.627979,0.000509
1130,3187,3175,e-,eIoni,30263859607.578625,0.001798
1130,3186,3175,e-,eIoni,30263859607.539818,0.002301
1130,3185,3175,e-,eIoni,30263859607.539818,0.000359
1130,3184,3175,e-,eIoni,30263859607.501190,0.001612
1130,3183,3175,e-,eIoni,30263859607.253624,0.002281
1130,3182,3175,e-,eIoni,30263859607.189407,0.001596
1130,3181,3175,e-,eIoni,30263859606.724251,0.013411
1130,3192,3181,e-,eIoni,30263859606.757450,0.001062
1130,3191,3181,e-,eIoni,30263859606.751854,0.003780
1130,3180,3175,e-,eIoni,30263859606.722782,0.002760
1130,3179,3175,e-,eIoni,30263859605.634884,0.001717
1130,3178,3175,e-,eIoni,30263859605.475399,0.002278
1130,3177,3175,e-,eIoni,30263859605.394360,0.005147
1130,3176,3175,e-,eIoni,30263859605.257973,0.004768
1130,3174,3171,anti_nu_e,RadioactiveDecay,30263859604.354206,2.192924
1130,3173,3171,Br86,RadioactiveDecay,30263859604.354206,0.000022
1130,3194,3173,gamma,RadioactiveDecay,30263859604.354206,2.659956
1130,3193,3173,Br86,RadioactiveDecay,30263859604.354206,0.000044
1130,3202,3193,e-,RadioactiveDecay,30263859604.354206,0.003313
1130,3201,3193,e-,RadioactiveDecay,30263859604.354206,0.000137
1130,3200,3193,e-,RadioactiveDecay,30263859604.354206,0.001396
1130,3199,3193,e-,RadioactiveDecay,30263859604.354206,0.000043
1130,3198,3193,e-,RadioactiveDecay,30263859604.354206,0.000044
1130,3197,3193,e-,RadioactiveDecay,30263859604.354206,0.000043
1130,3196,3193,e-,RadioactiveDecay,30263859604.354206,0.000106
1130,3195,3193,Br86,RadioactiveDecay,30263859604.354206,0.000000
1130,3205,3195,e-,RadioactiveDecay,134012933089.070526,0.806204
1130,3227,3205,e-,eIoni,134012933094.388290,0.018652
1130,3228,3227,e-,eIoni,134012933094.487640,0.001609
1130,3226,3205,e-,eIoni,134012933094.177795,0.012264
1130,3229,3226,e-,eIoni,134012933094.190323,0.001739
1130,3225,3205,e-,eIoni,134012933093.929108,0.017597
1130,3232,3225,e-,eIoni,134012933093.955215,0.000509
1130,3231,3225,e-,eIoni,134012933093.941284,0.001069
1130,3230,3225,e-,eIoni,134012933093.930008,0.001502
1130,3224,3205,e-,eIoni,134012933093.856491,0.003293
1130,3223,3205,e-,eIoni,134012933093.526749,0.001106
1130,3222,3205,e-,eIoni,134012933093.444382,0.002975
1130,3221,3205,e-,eIoni,134012933092.575607,0.001002
1130,3220,3205,e-,eIoni,134012933092.088699,0.001474
1130,3219,3205,e-,eIoni,134012933091.970642,0.001388
1130,3218,3205,e-,eIoni,134012933091.882950,0.001016
1130,3217,3205,e-,eIoni,134012933091.881165,0.001528
1130,3216,3205,e-,eIoni,134012933091.768417,0.005847
1130,3215,3205,e-,eIoni,134012933091.588669,0.001480
1130,3214,3205,e-,eIoni,134012933091.001099,0.026506
1130,3235,3214,e-,eIoni,134012933091.114182,0.001530
1130,3234,3214,e-,eIoni,134012933091.024643,0.000382
1130,3233,3214,e-,eIoni,134012933091.009995,0.001962
1130,3213,3205,e-,eIoni,134012933090.563232,0.005920
1130,3237,3213,e-,eIoni,134012933090.565750,0.001547
1130,3236,3213,e-,eIoni,134012933090.565750,0.000370
1130,3212,3205,e-,eIoni,134012933090.484909,0.001027
1130,3211,3205,e-,eIoni,134012933090.146469,0.001406
1130,3210,3205,e-,eIoni,134012933089.993088,0.002283
1130,3209,3205,e-,eIoni,134012933089.727341,0.001182
1130,3208,3205,e-,eIoni,134012933089.487411,0.001265
1130,3207,3205,e-,eIoni,134012933089.208572,0.002795
1130,3206,3205,e-,eIoni,134012933089.129990,0.001010
1130,3204,3195,anti_nu_e,RadioactiveDecay,134012933089.070526,2.506394
1130,3203,3195,Kr86,RadioactiveDecay,134012933089.070526,0.000021
1130,3239,3203,gamma,RadioactiveDecay,134012933089.070526,2.751163
1130,3238,3203,Kr86,RadioactiveDecay,134012933089.070526,0.000047
1130,3241,3238,gamma,RadioactiveDecay,134012933089.070526,1.564595
1130,3247,3241,e-,compt,134012933090.081619,0.000080
1130,3246,3241,e-,compt,134012933090.081619,0.000080
1130,3245,3241,e-,compt,134012933090.081619,0.000083
1130,3244,3241,e-,compt,134012933090.081619,0.000620
1130,3243,3241,e-,compt,134012933090.081619,0.004523
1130,3242,3241,e-,compt,134012933090.081619,0.390407
1130,3242,3241,e-,compt,134012933090.081848,0.325990
1130,3242,3241,e-,compt,134012933090.082031,0.124403
1130,3242,3241,e-,compt,134012933090.082077,0.098334
1130,3242,3241,e-,compt,134012933090.082123,0.093647
1130,3242,3241,e-,compt,134012933090.082138,0.091638
1130,3242,3241,e-,compt,134012933090.082153,0.091538
1130,3242,3241,e-,compt,134012933090.082153,0.090190
1130,3242,3241,e-,compt,134012933090.082153,0.089814
1130,3242,3241,e-,compt,134012933090.082184,0.065062
1130,3242,3241,e-,compt,134012933090.082199,0.036105
1130,3241,3238,gamma,RadioactiveDecay,134012933090.081619,1.168703
1130,32452,3241,e-,compt,134012933090.098709,0.000010
1130,32451,3241,e-,compt,134012933090.098709,0.000010
1130,32450,3241,e-,compt,134012933090.098709,0.000048
1130,32449,3241,e-,compt,134012933090.098709,0.000064
1130,32448,3241,e-,compt,134012933090.098709,0.000026
1130,32447,3241,e-,compt,134012933090.098709,0.729073
1130,32447,3241,e-,compt,134012933090.099228,0.592200
1130,32447,3241,e-,compt,134012933090.099625,0.528878
1130,32447,3241,e-,compt,134012933090.099960,0.437351
1130,32447,3241,e-,compt,134012933090.100220,0.358073
1130,59388,32447,gamma,eBrem,134012933090.100418,0.077113
1130,62921,59388,e-,phot,134012933090.106232,0.000013
1130,62920,59388,e-,phot,134012933090.106232,0.000063
1130,62919,59388,e-,phot,134012933090.106232,0.000010
1130,62918,59388,e-,phot,134012933090.106232,0.000060
1130,62917,59388,e-,phot,134012933090.106232,0.000050
1130,62916,59388,e-,phot,134012933090.106232,0.000065
1130,62915,59388,e-,phot,134012933090.106232,0.000057
1130,62914,59388,e-,phot,134012933090.106232,0.000060
1130,62913,59388,e-,phot,134012933090.106232,0.000010
1130,62912,59388,e-,phot,134012933090.106232,0.000068
1130,62911,59388,e-,phot,134012933090.106232,0.000012
1130,62910,59388,e-,phot,134012933090.106232,0.000708
1130,62909,59388,e-,phot,134012933090.106232,0.000000
1130,62908,59388,e-,phot,134012933090.106232,0.000028
1130,62907,59388,e-,phot,134012933090.106232,0.000133
1130,62906,59388,e-,phot,134012933090.106232,0.000701
1130,62905,59388,e-,phot,134012933090.106232,0.003493
1130,62904,59388,gamma,phot,134012933090.106232,0.033041
1130,63329,62904,e-,phot,134012933090.106232,0.000043
1130,63328,62904,e-,phot,134012933090.106232,0.000044
1130,63327,62904,e-,phot,134012933090.106232,0.000030
1130,63326,62904,e-,phot,134012933090.106232,0.000031
1130,63325,62904,e-,phot,134012933090.106232,0.000044
1130,63324,62904,e-,phot,134012933090.106232,0.000027
1130,63323,62904,e-,phot,134012933090.106232,0.000095
1130,63322,62904,e-,phot,134012933090.106232,0.000043
1130,63321,62904,e-,phot,134012933090.106232,0.000033
1130,63320,62904,e-,phot,134012933090.106232,0.001184
1130,63319,62904,e-,phot,134012933090.106232,0.001332
1130,63318,62904,e-,phot,134012933090.106232,0.010279
1130,63317,62904,e-,phot,134012933090.106232,0.019560
1130,62903,59388,e-,phot,134012933090.106232,0.038185
1130,32447,3241,e-,compt,134012933090.100418,0.233545
1130,32447,3241,e-,compt,134012933090.100525,0.197211
1130,32447,3241,e-,compt,134012933090.100616,0.168581
1130,32447,3241,e-,compt,134012933090.100693,0.143245
1130,32447,3241,e-,compt,134012933090.100754,0.108372
1130,32447,3241,e-,compt,134012933090.100800,0.092028
1130,32447,3241,e-,compt,134012933090.100815,0.091062
1130,32447,3241,e-,compt,134012933090.100815,0.085254
1130,32447,3241,e-,compt,134012933090.100845,0.056418
1130,32447,3241,e-,compt,134012933090.100861,0.034409
1130,3241,3238,gamma,RadioactiveDecay,134012933090.098709,0.439351
1130,3240,3238,Kr86,RadioactiveDecay,134012933089.070526,0.000015
1130,3093,13,e-,ionIoni,45726.288836,0.001000
1130,3092,13,e-,ionIoni,45726.279265,0.001001
1130,3091,13,e-,ionIoni,45726.277613,0.000992
1130,3090,13,e-,ionIoni,45726.270513,0.000993
1130,3089,13,e-,ionIoni,45726.264652,0.001037
1130,3088,13,e-,ionIoni,45726.264472,0.001021
1130,3087,13,e-,ionIoni,45726.258927,0.001023
1130,3086,13,e-,ionIoni,45726.253207,0.001030
1130,3085,13,e-,ionIoni,45726.252249,0.001035
1130,3084,13,e-,ionIoni,45726.243619,0.001060
1130,3083,13,e-,ionIoni,45726.237599,0.001026
1130,3082,13,e-,ionIoni,45726.237467,0.001004
