event_id,detector_id,track_id,particle,creator_process,entry_time_ns,energy_dep_MeV
1130,LaBr3-1,63317,e-,phot,134012933090.106232,0.019560
1130,LaBr3-1,63318,e-,phot,134012933090.106232,0.010279
1130,LaBr3-1,63319,e-,phot,134012933090.106232,0.001332
1130,LaBr3-1,63320,e-,phot,134012933090.106232,0.001184
1130,LaBr3-1,63321,e-,phot,134012933090.106232,0.000033
1130,LaBr3-1,63322,e-,phot,134012933090.106232,0.000043
1130,LaBr3-1,63323,e-,phot,134012933090.106232,0.000095
1130,LaBr3-1,63324,e-,phot,134012933090.106232,0.000027
1130,LaBr3-1,63325,e-,phot,134012933090.106232,0.000044
1130,LaBr3-1,62910,e-,phot,134012933090.106232,0.000708
1130,LaBr3-1,62911,e-,phot,134012933090.106232,0.000012
1130,LaBr3-1,62912,e-,phot,134012933090.106232,0.000068
1130,LaBr3-1,62914,e-,phot,134012933090.106232,0.000060
1130,LaBr3-1,62915,e-,phot,134012933090.106232,0.000057
1130,LaBr3-1,62916,e-,phot,134012933090.106232,0.000065
1130,LaBr3-1,62917,e-,phot,134012933090.106232,0.000050
1130,LaBr3-1,62918,e-,phot,134012933090.106232,0.000060
1130,LaBr3-1,62919,e-,phot,134012933090.106232,0.000010
1130,LaBr3-1,62920,e-,phot,134012933090.106232,0.000063
1130,LaBr3-1,62921,e-,phot,134012933090.106232,0.000013
1130,LaBr3-1,62913,e-,phot,134012933090.106232,0.000010
1130,LaBr3-1,59388,gamma,eBrem,134012933090.100418,0.000357
1130,LaBr3-1,62903,e-,phot,134012933090.106232,0.038185
1130,LaBr3-1,63326,e-,phot,134012933090.106232,0.000031
1130,LaBr3-1,32447,e-,compt,134012933090.098709,0.651960
1130,LaBr3-1,63327,e-,phot,134012933090.106232,0.000030
1130,LaBr3-1,62904,gamma,phot,134012933090.106232,0.000295
1130,LaBr3-1,32448,e-,compt,134012933090.098709,0.000026
1130,LaBr3-1,63328,e-,phot,134012933090.106232,0.000044
1130,LaBr3-1,62905,e-,phot,134012933090.106232,0.003493
1130,LaBr3-1,32449,e-,compt,134012933090.098709,0.000064
1130,LaBr3-1,63329,e-,phot,134012933090.106232,0.000043
1130,LaBr3-1,62906,e-,phot,134012933090.106232,0.000701
1130,LaBr3-1,32450,e-,compt,134012933090.098709,0.000048
1130,LaBr3-1,62907,e-,phot,134012933090.106232,0.000133
1130,LaBr3-1,32451,e-,compt,134012933090.098709,0.000010
1130,LaBr3-1,62908,e-,phot,134012933090.106232,0.000028
1130,LaBr3-1,32452,e-,compt,134012933090.098709,0.000010
1130,LaBr3-1,3242,e-,compt,134012933090.081619,0.390407
1130,LaBr3-1,3243,e-,compt,134012933090.081619,0.004523
1130,LaBr3-1,3244,e-,compt,134012933090.081619,0.000620
1130,LaBr3-1,3245,e-,compt,134012933090.081619,0.000083
1130,LaBr3-1,3246,e-,compt,134012933090.081619,0.000080
1130,LaBr3-1,3247,e-,compt,134012933090.081619,0.000080
1130,LaBr3-1,3241,gamma,RadioactiveDecay,134012933089.998001,0.000219
1787,EJ309-5,62,e-,compt,47176121224.701126,0.001278
1787,EJ309-5,60,gamma,eBrem,47176121224.698082,0.000018
1787,EJ309-5,54,e-,RadioactiveDecay,47176121224.698097,1.901082
