event_id,detector_id,track_id,particle,creator_process,entry_time_ns,energy_dep_MeV
11459,LaBr3-0,3143,e-,compt,6386231830667.774414,0.000013
11459,LaBr3-0,3133,gamma,RadioactiveDecay,6386231830667.643555,0.000252
13045,EJ309-30,851,e-,RadioactiveDecay,873323306518.574585,2.119712
13341,EJ309-23,3618,C12,hadElastic,45754.357701,0.260163
13341,EJ309-23,3619,proton,hadElastic,45754.821553,0.529070
13341,EJ309-23,3620,proton,hadElastic,45757.145659,0.525562
13341,EJ309-23,3621,proton,hadElastic,45757.958297,0.100564
13341,EJ309-23,4,neutron,nFissionHP,45752.789573,0.089878
13430,LaBr3-1,87714,e-,phot,45726.370658,0.000526
13430,LaBr3-1,87715,e-,phot,45726.370658,0.000617
13430,LaBr3-1,87716,e-,phot,45726.370658,0.000634
13430,LaBr3-1,87722,e-,phot,45726.370658,0.000066
13430,LaBr3-1,87723,e-,phot,45726.370658,0.000063
13430,LaBr3-1,87724,e-,phot,45726.370658,0.000013
13430,LaBr3-1,87725,e-,phot,45726.370658,0.000080
13430,LaBr3-1,87726,e-,phot,45726.370658,0.000013
13430,LaBr3-1,87727,e-,phot,45726.370658,0.000010
13430,LaBr3-1,73106,e-,phot,45726.351352,0.084022
13430,LaBr3-1,73107,e-,phot,45726.351352,0.000046
13430,LaBr3-1,73108,e-,phot,45726.351352,0.000065
13430,LaBr3-1,73109,e-,phot,45726.351352,0.000060
13430,LaBr3-1,72171,gamma,eBrem,45726.346434,0.000102
13430,LaBr3-1,72086,e-,compt,45726.346350,0.121936
13430,LaBr3-1,72087,e-,compt,45726.346350,0.000634
13430,LaBr3-1,72088,e-,compt,45726.346350,0.000063
13430,LaBr3-1,72089,e-,compt,45726.346350,0.000060
13430,LaBr3-1,87717,e-,phot,45726.370658,0.000042
13430,LaBr3-1,54424,e-,phot,2083789915670.092041,0.194486
13430,LaBr3-1,54573,e-,phot,2083789915670.092285,0.010046
13430,LaBr3-1,54574,e-,phot,2083789915670.092285,0.000191
13430,LaBr3-1,54575,e-,phot,2083789915670.092285,0.001397
13430,LaBr3-1,54576,e-,phot,2083789915670.092285,0.000056
13430,LaBr3-1,87718,e-,phot,45726.370658,0.000065
13430,LaBr3-1,54425,gamma,phot,2083789915670.092041,0.000087
13430,LaBr3-1,87719,e-,phot,45726.370658,0.000026
13430,LaBr3-1,54426,e-,phot,2083789915670.092041,0.001444
13430,LaBr3-1,87720,e-,phot,45726.370658,0.000083
13430,LaBr3-1,54427,e-,phot,2083789915670.092041,0.000056
13430,LaBr3-1,87721,e-,phot,45726.370658,0.000063
13430,LaBr3-1,54428,e-,phot,2083789915670.092041,0.000056
13430,LaBr3-1,51800,gamma,eBrem,2083789915670.071533,0.000092
13430,LaBr3-1,8,gamma,nFissionHP,45726.314572,0.000466
13430,LaBr3-1,54577,e-,phot,2083789915670.092285,0.000056
13430,LaBr3-1,23451,e-,compt,2083789915670.069824,0.433661
13430,LaBr3-1,23452,e-,compt,2083789915670.069824,0.001444
13430,LaBr3-1,23453,e-,compt,2083789915670.069824,0.000044
13430,LaBr3-1,23454,e-,compt,2083789915670.069824,0.000043
13430,LaBr3-1,112,e-,phot,2083789915670.008301,0.024771
13430,LaBr3-1,237,e-,phot,2083789915670.008301,0.010046
13430,LaBr3-1,42,e-,compt,2083789915670.005859,0.274449
13430,LaBr3-1,239,e-,phot,2083789915670.008301,0.001177
13430,LaBr3-1,87712,e-,phot,45726.370658,0.003789
13430,LaBr3-1,244,e-,phot,2083789915670.008301,0.000030
13430,LaBr3-1,87713,e-,phot,45726.370658,0.000226
13430,LaBr3-1,245,e-,phot,2083789915670.008301,0.000030
13430,LaBr3-1,113,gamma,phot,2083789915670.008301,0.000210
13430,LaBr3-1,114,e-,phot,2083789915670.008301,0.001338
13430,LaBr3-1,115,e-,phot,2083789915670.008301,0.000095
13430,LaBr3-1,116,e-,phot,2083789915670.008301,0.000056
13430,LaBr3-1,117,e-,phot,2083789915670.008301,0.000030
13430,LaBr3-1,73,e-,compt,2083789915670.006592,0.000473
13430,LaBr3-1,240,e-,phot,2083789915670.008301,0.000030
13430,LaBr3-1,43,gamma,compt,2083789915670.005859,0.000140
13430,LaBr3-1,241,e-,phot,2083789915670.008301,0.000034
13430,LaBr3-1,44,e-,compt,2083789915670.005859,0.000050
13430,LaBr3-1,87710,e-,phot,45726.370658,0.128739
13430,LaBr3-1,242,e-,phot,2083789915670.008301,0.000095
13430,LaBr3-1,45,e-,compt,2083789915670.005859,0.000060
13430,LaBr3-1,87711,e-,phot,45726.370658,0.032254
13430,LaBr3-1,243,e-,phot,2083789915670.008301,0.000044
13430,LaBr3-1,46,e-,compt,2083789915670.005859,0.000010
13430,LaBr3-1,238,e-,phot,2083789915670.008301,0.000137
13430,LaBr3-1,41,gamma,RadioactiveDecay,2083789915669.992920,0.000159
14255,EJ309-45,107413,proton,hadElastic,45778.618571,0.141680
14255,EJ309-45,2,neutron,nFissionHP,45777.833906,0.117621
14255,EJ309-43,365,e-,compt,45727.088406,0.278638
14255,EJ309-43,366,e-,compt,45727.088406,0.000256
14255,EJ309-43,10,gamma,nFissionHP,45727.075178,0.000035
14255,LaBr3-1,92147,e-,phot,45726.445361,0.205082
14255,LaBr3-1,92148,e-,phot,45726.445361,0.000954
14255,LaBr3-1,92149,e-,phot,45726.445361,0.000140
14255,LaBr3-1,92150,e-,phot,45726.445361,0.000083
14255,LaBr3-1,92151,e-,phot,45726.445361,0.000026
14255,LaBr3-1,92152,e-,phot,45726.445361,0.000013
14255,LaBr3-1,92153,e-,phot,45726.445361,0.000013
14255,LaBr3-1,6,gamma,nFissionHP,45726.429649,0.000136
14255,LaBr3-0,3953,e-,compt,45726.450429,0.760382
14255,LaBr3-0,4407,e-,phot,45726.450859,0.028397
14255,LaBr3-0,4408,e-,phot,45726.450859,0.003575
14255,LaBr3-0,4409,e-,phot,45726.450859,0.000866
14255,LaBr3-0,4410,e-,phot,45726.450859,0.000068
14255,LaBr3-0,4411,e-,phot,45726.450859,0.000064
14255,LaBr3-0,4412,e-,phot,45726.450859,0.000026
14255,LaBr3-0,4413,e-,phot,45726.450859,0.000454
14255,LaBr3-0,4414,e-,phot,45726.450859,0.000050
14255,LaBr3-0,4415,e-,phot,45726.450859,0.000063
14255,LaBr3-0,4416,e-,phot,45726.450859,0.000013
14255,LaBr3-0,4417,e-,phot,45726.450859,0.000013
14255,LaBr3-0,4418,e-,phot,45726.450859,0.000010
14255,LaBr3-0,4419,e-,phot,45726.450859,0.000029
14255,LaBr3-0,4420,e-,phot,45726.450859,0.000063
14255,LaBr3-0,4421,e-,phot,45726.450859,0.000060
14255,LaBr3-0,4422,e-,phot,45726.450859,0.000010
14255,LaBr3-0,4424,e-,phot,45726.450859,0.000048
14255,LaBr3-0,4425,e-,phot,45726.450859,0.000042
14255,LaBr3-0,4426,e-,phot,45726.450859,0.000013
14255,LaBr3-0,4427,e-,phot,45726.450859,0.000010
14255,LaBr3-0,3954,gamma,compt,45726.450429,0.000417
14255,LaBr3-0,3955,e-,compt,45726.450429,0.004109
14255,LaBr3-0,3956,e-,compt,45726.450429,0.000845
14255,LaBr3-0,3957,e-,compt,45726.450429,0.000661
14255,LaBr3-0,64831,e-,compt,45726.514193,0.358447
14255,LaBr3-0,3958,e-,compt,45726.450429,0.000073
14255,LaBr3-0,3959,e-,compt,45726.450429,0.000069
14255,LaBr3-0,3960,e-,compt,45726.450429,0.000065
14255,LaBr3-0,3961,e-,compt,45726.450429,0.000064
14255,LaBr3-0,3962,e-,compt,45726.450429,0.000082
14255,LaBr3-0,3963,e-,compt,45726.450429,0.000013
14255,LaBr3-0,7,gamma,nFissionHP,45726.436121,0.000207
14399,EJ309-24,100,e-,compt,510804139.290872,0.014322
14399,EJ309-24,99,gamma,RadioactiveDecay,510804139.205857,0.000018
14788,EJ309-26,6112,C12,hadElastic,45752.238421,0.134532
14788,EJ309-26,6113,proton,hadElastic,45754.318124,0.804725
14788,EJ309-26,6114,proton,hadElastic,45754.655416,0.112635
14788,EJ309-26,6111,proton,hadElastic,45752.208132,0.314515
14788,LaBr3-0,1975,e-,RadioactiveDecay,166435198802579.750000,0.049384
14946,EJ309-40,1400,proton,hadElastic,45773.612164,0.259260
14946,EJ309-40,2,neutron,nFissionHP,45772.826543,0.019895
14946,EJ309-9,1213,e-,compt,1645461362825579.500000,0.016101
14946,EJ309-9,1212,gamma,RadioactiveDecay,1645461362825579.500000,0.000009
16932,EJ309-46,300,e-,RadioactiveDecay,179325662977.400024,0.631808
16932,EJ309-0,257,e-,compt,67164222175.324158,0.000775
16932,EJ309-0,256,gamma,RadioactiveDecay,67164222175.241837,0.000009
16992,LaBr3-1,6561,e-,phot,45726.349351,0.143749
16992,LaBr3-1,7020,e-,phot,45726.350292,0.019978
16992,LaBr3-1,7162,e-,phot,45726.350408,0.000617
16992,LaBr3-1,7163,e-,phot,45726.350408,0.000708
16992,LaBr3-1,7164,e-,phot,45726.350408,0.000050
16992,LaBr3-1,7165,e-,phot,45726.350408,0.000048
16992,LaBr3-1,7166,e-,phot,45726.350408,0.000063
16992,LaBr3-1,7167,e-,phot,45726.350408,0.000063
16992,LaBr3-1,7168,e-,phot,45726.350408,0.000045
16992,LaBr3-1,7169,e-,phot,45726.350408,0.000063
16992,LaBr3-1,7170,e-,phot,45726.350408,0.000026
16992,LaBr3-1,7171,e-,phot,45726.350408,0.000013
16992,LaBr3-1,7172,e-,phot,45726.350408,0.000013
16992,LaBr3-1,7173,e-,phot,45726.350408,0.000010
16992,LaBr3-1,7174,e-,phot,45726.350408,0.000013
16992,LaBr3-1,7175,e-,phot,45726.350408,0.000013
16992,LaBr3-1,7021,gamma,phot,45726.350292,0.000416
16992,LaBr3-1,7022,e-,phot,45726.350292,0.001396
16992,LaBr3-1,7023,e-,phot,45726.350292,0.000044
16992,LaBr3-1,7024,e-,phot,45726.350292,0.000043
16992,LaBr3-1,6562,gamma,phot,45726.349351,0.000117
16992,LaBr3-1,6563,e-,phot,45726.349351,0.003772
16992,LaBr3-1,6564,e-,phot,45726.349351,0.000634
16992,LaBr3-1,7156,e-,phot,45726.350408,0.005612
16992,LaBr3-1,6565,e-,phot,45726.349351,0.000617
16992,LaBr3-1,7157,e-,phot,45726.350408,0.003769
16992,LaBr3-1,6566,e-,phot,45726.349351,0.000063
16992,LaBr3-1,7158,e-,phot,45726.350408,0.000003
16992,LaBr3-1,6567,e-,phot,45726.349351,0.000060
16992,LaBr3-1,7159,e-,phot,45726.350408,0.000270
16992,LaBr3-1,6568,e-,phot,45726.349351,0.000060
16992,LaBr3-1,7160,e-,phot,45726.350408,0.000068
16992,LaBr3-1,6569,e-,phot,45726.349351,0.000042
16992,LaBr3-1,6570,e-,phot,45726.349351,0.000013
16992,LaBr3-1,3118,e-,compt,45726.345275,0.042862
16992,LaBr3-1,3119,e-,compt,45726.345275,0.000031
16992,LaBr3-1,3120,e-,compt,45726.345275,0.001290
16992,LaBr3-1,3121,e-,compt,45726.345275,0.000028
16992,LaBr3-1,3122,e-,compt,45726.345275,0.000095
16992,LaBr3-1,3123,e-,compt,45726.345275,0.000043
16992,LaBr3-1,3124,e-,compt,45726.345275,0.000056
16992,LaBr3-1,3125,e-,compt,45726.345275,0.000043
16992,LaBr3-1,3126,e-,compt,45726.345275,0.000030
16992,LaBr3-1,5,gamma,nFissionHP,45726.309646,0.000362
19474,LaBr3-0,30540,e-,RadioactiveDecay,14868927199.560017,0.270690
19474,LaBr3-0,19622,e-,phot,14868927199.405817,0.102991
19474,LaBr3-0,20054,e-,phot,14868927199.405994,0.021262
19474,LaBr3-0,20180,e-,phot,14868927199.406120,0.010231
19474,LaBr3-0,20181,e-,phot,14868927199.406120,0.001332
19474,LaBr3-0,20182,e-,phot,14868927199.406120,0.000034
19474,LaBr3-0,20183,e-,phot,14868927199.406120,0.000030
19474,LaBr3-0,20184,e-,phot,14868927199.406120,0.000044
19474,LaBr3-0,20185,e-,phot,14868927199.406120,0.000043
19474,LaBr3-0,20055,gamma,phot,14868927199.405994,0.000119
19474,LaBr3-0,20056,e-,phot,14868927199.405994,0.001332
19474,LaBr3-0,20057,e-,phot,14868927199.405994,0.000034
19474,LaBr3-0,20058,e-,phot,14868927199.405994,0.000043
19474,LaBr3-0,20059,e-,phot,14868927199.405994,0.000044
19474,LaBr3-0,20060,e-,phot,14868927199.405994,0.000043
19474,LaBr3-0,19623,gamma,phot,14868927199.405817,0.000152
19474,LaBr3-0,19631,e-,phot,14868927199.405830,0.003810
19474,LaBr3-0,19632,e-,phot,14868927199.405830,0.000136
