event_id,detector_id,track_id,particle,creator_process,entry_time_ns,energy_dep_MeV
1130,LaBr3-1,63317,e-,phot,134012933090.106232,0.019560
1130,LaBr3-1,63318,e-,phot,134012933090.106232,0.010279
1130,LaBr3-1,63319,e-,phot,134012933090.106232,0.001332
1130,LaBr3-1,63320,e-,phot,134012933090.106232,0.001184
1130,LaBr3-1,63321,e-,phot,134012933090.106232,0.000033
1130,LaBr3-1,63322,e-,phot,134012933090.106232,0.000043
1130,LaBr3-1,63323,e-,phot,134012933090.106232,0.000095
1130,LaBr3-1,63324,e-,phot,134012933090.106232,0.000027
1130,LaBr3-1,63325,e-,phot,134012933090.106232,0.000044
1130,LaBr3-1,62910,e-,phot,134012933090.106232,0.000708
1130,LaBr3-1,62911,e-,phot,134012933090.106232,0.000012
1130,LaBr3-1,62912,e-,phot,134012933090.106232,0.000068
1130,LaBr3-1,62914,e-,phot,134012933090.106232,0.000060
1130,LaBr3-1,62915,e-,phot,134012933090.106232,0.000057
1130,LaBr3-1,62916,e-,phot,134012933090.106232,0.000065
1130,LaBr3-1,62917,e-,phot,134012933090.106232,0.000050
1130,LaBr3-1,62918,e-,phot,134012933090.106232,0.000060
1130,LaBr3-1,62919,e-,phot,134012933090.106232,0.000010
1130,LaBr3-1,62920,e-,phot,134012933090.106232,0.000063
1130,LaBr3-1,62921,e-,phot,134012933090.106232,0.000013
1130,LaBr3-1,62913,e-,phot,134012933090.106232,0.000010
1130,LaBr3-1,59388,gamma,eBrem,134012933090.100418,0.000357
1130,LaBr3-1,62903,e-,phot,134012933090.106232,0.038185
1130,LaBr3-1,63326,e-,phot,134012933090.106232,0.000031
1130,LaBr3-1,32447,e-,compt,134012933090.098709,0.651960
1130,LaBr3-1,63327,e-,phot,134012933090.106232,0.000030
1130,LaBr3-1,62904,gamma,phot,134012933090.106232,0.000295
1130,LaBr3-1,32448,e-,compt,134012933090.098709,0.000026
1130,LaBr3-1,63328,e-,phot,134012933090.106232,0.000044
1130,LaBr3-1,62905,e-,phot,134012933090.106232,0.003493
1130,LaBr3-1,32449,e-,compt,134012933090.098709,0.000064
1130,LaBr3-1,63329,e-,phot,134012933090.106232,0.000043
1130,LaBr3-1,62906,e-,phot,134012933090.106232,0.000701
1130,LaBr3-1,32450,e-,compt,134012933090.098709,0.000048
1130,LaBr3-1,62907,e-,phot,134012933090.106232,0.000133
1130,LaBr3-1,32451,e-,compt,134012933090.098709,0.000010
1130,LaBr3-1,62908,e-,phot,134012933090.106232,0.000028
1130,LaBr3-1,32452,e-,compt,134012933090.098709,0.000010
1130,LaBr3-1,3242,e-,compt,134012933090.081619,0.390407
1130,LaBr3-1,3243,e-,compt,134012933090.081619,0.004523
1130,LaBr3-1,3244,e-,compt,134012933090.081619,0.000620
1130,LaBr3-1,3245,e-,compt,134012933090.081619,0.000083
1130,LaBr3-1,3246,e-,compt,134012933090.081619,0.000080
1130,LaBr3-1,3247,e-,compt,134012933090.081619,0.000080
1130,LaBr3-1,3241,gamma,RadioactiveDecay,134012933089.998001,0.000219
1787,EJ309-5,62,e-,compt,47176121224.701126,0.001278
1787,EJ309-5,60,gamma,eBrem,47176121224.698082,0.000018
1787,EJ309-5,54,e-,RadioactiveDecay,47176121224.698097,1.901082
7029,LaBr3-0,2138,e-,compt,45726.487207,0.262277
7029,LaBr3-0,2139,e-,compt,45726.487207,0.000057
7029,LaBr3-0,2140,e-,compt,45726.487207,0.000802
7029,LaBr3-0,2141,e-,compt,45726.487207,0.000068
7029,LaBr3-0,2142,e-,compt,45726.487207,0.000083
7029,LaBr3-0,2143,e-,compt,45726.487207,0.000063
7029,LaBr3-0,9,gamma,nFissionHP,45726.469381,0.000133
19476,EJ309-6,3760,proton,hadElastic,45742.507014,2.514168
23907,LaBr3-1,3826,e-,compt,45726.462017,0.045394
23907,LaBr3-1,3827,e-,compt,45726.462017,0.000044
23907,LaBr3-1,4,gamma,nFissionHP,45726.454540,0.000034
27033,LaBr3-0,66,e-,RadioactiveDecay,42395533597658.882812,0.506287
34385,EJ309-4,2723,e-,compt,45727.260827,0.067802
34385,EJ309-4,2724,e-,compt,45727.260827,0.000264
34385,EJ309-4,11,gamma,nFissionHP,45727.124363,0.000027
34703,EJ309-6,2288,e-,compt,45727.141556,0.235491
34703,EJ309-6,8,gamma,nFissionHP,45726.990945,0.000009
46792,EJ309-2,2304,e-,compt,3987784559.594766,0.026004
46792,EJ309-2,2303,gamma,RadioactiveDecay,3987784559.546313,0.000018
48645,LaBr3-0,3267,e-,phot,45726.353751,0.059135
48645,LaBr3-0,3717,e-,phot,45726.354245,0.028191
48645,LaBr3-0,3718,e-,phot,45726.354245,0.004741
48645,LaBr3-0,3719,e-,phot,45726.354245,0.000545
48645,LaBr3-0,3721,e-,phot,45726.354245,0.000000
48645,LaBr3-0,3722,e-,phot,45726.354245,0.000065
48645,LaBr3-0,3723,e-,phot,45726.354245,0.000082
48645,LaBr3-0,3724,e-,phot,45726.354245,0.000082
48645,LaBr3-0,3726,e-,phot,45726.354245,0.000082
48645,LaBr3-0,3727,e-,phot,45726.354245,0.000082
48645,LaBr3-0,3268,gamma,phot,45726.353751,0.000210
48645,LaBr3-0,3269,e-,phot,45726.353751,0.003282
48645,LaBr3-0,3270,e-,phot,45726.353751,0.000348
48645,LaBr3-0,3272,e-,phot,45726.353751,0.000505
48645,LaBr3-0,3273,e-,phot,45726.353751,0.000489
48645,LaBr3-0,3274,e-,phot,45726.353751,0.000015
48645,LaBr3-0,3275,e-,phot,45726.353751,0.000034
48645,LaBr3-0,3276,e-,phot,45726.353751,0.000050
48645,LaBr3-0,3277,e-,phot,45726.353751,0.000050
48645,LaBr3-0,3278,e-,phot,45726.353751,0.000082
48645,LaBr3-0,3279,e-,phot,45726.353751,0.000000
48645,LaBr3-0,3280,e-,phot,45726.353751,0.000011
48645,LaBr3-0,3281,e-,phot,45726.353751,0.000055
48645,LaBr3-0,3282,e-,phot,45726.353751,0.000011
48645,LaBr3-0,3283,e-,phot,45726.353751,0.000013
48645,LaBr3-0,3284,e-,phot,45726.353751,0.000106
48645,LaBr3-0,3285,e-,phot,45726.353751,0.000066
48645,LaBr3-0,3286,e-,phot,45726.353751,0.000099
48645,LaBr3-0,3287,e-,phot,45726.353751,0.000080
48645,LaBr3-0,3288,e-,phot,45726.353751,0.000011
48645,LaBr3-0,3289,e-,phot,45726.353751,0.000032
48645,LaBr3-0,3290,e-,phot,45726.353751,0.000013
48645,LaBr3-0,3291,e-,phot,45726.353751,0.000013
48645,LaBr3-0,3720,e-,phot,45726.354245,0.000661
48645,LaBr3-0,7,gamma,nFissionHP,45726.351633,0.000337
49558,LaBr3-0,115,e-,RadioactiveDecay,127878418552230.546875,0.061606
